from,to,kat1a_rsd,kat1_rsd,kat2_rsd,kat3_rsd,kat4_rsd,kat1a_eur,kat1_eur,kat2_eur,kat3_eur,kat4_eur
"Smederevo","Vladičin Han",740,1490,2230,4460,8910,6.5,13,19.5,38.5,76.5
"Smederevo","Vranje",810,1610,2420,4840,9680,7,14,21,41.5,83
"Smederevo","Bujanovac sever",840,1690,2530,5070,10130,7.5,14.5,22,43.5,87
"Smederevo","Bujanovac jug",850,1710,2560,5130,10260,7.5,15,22,44,88
"Smederevo","Preševo",910,1820,2730,5470,10930,8,16,23.5,47,93.5
"Smederevo","Dimitrovgrad",790,1570,2360,4710,9430,7,13.5,20.5,40.5,81
"Smederevo","Šid",380,750,1130,2260,4520,4,6.5,10,19.5,39
"Smederevo","Adaševci",120,230,350,700,1400,1.5,2,3,6,12
"Smederevo","Kuzmin",320,630,940,1890,3770,3.5,5.5,8.5,16.5,32.5
"Smederevo","Sremska Mitrovica",260,510,770,1530,3070,3,4.5,7,13.5,26.5
"Smederevo","Ruma",230,440,670,1340,2670,2.5,4,6,11.5,23
"Smederevo","Pećinci",190,370,560,1120,2240,2.5,3.5,5,10,19.5
"Smederevo","Takovo",390,770,1160,2320,4640,4,7,10,20,40
"Smederevo","Preljina jug",450,890,1340,2680,5350,4.5,8,11.5,23,46
"Smederevo","Obrenovac",120,230,350,700,1400,1.5,2,3,6,12
"Smederevo","Ub",190,380,570,1140,2280,2.5,3.5,5,10,20
"Smederevo","Lajkovac",230,450,690,1370,2750,2.5,4,6,12,24
"Smederevo","Ljig",300,590,890,1780,3560,3.5,5.5,8,15.5,30.5
"Smederevo","Merošina",490,980,1470,2930,5870,4.5,8.5,13,25.5,50.5
"Smederevo","Niš sever",470,940,1410,2820,5640,4.5,8.5,12.5,24.5,48.5
"Smederevo","Niš istok",490,980,1460,2930,5860,4.5,8.5,12.5,25.5,50.5
"Smederevo","Niš Malča",510,1020,1530,3050,6100,4.5,9,13.5,26.5,52.5
"Smederevo","Bela Palanka",600,1200,1800,3600,7200,5.5,10.5,15.5,31,62
"Smederevo","Pirot zapad",670,1340,2010,4020,8030,6,11.5,17.5,34.5,69
"Smederevo","Pirot istok",700,1410,2110,4230,8460,6,12.5,18.5,36.5,72.5
"Smederevo","Čačak (Pakovraće)",480,950,1430,2860,5710,5,8.5,12.5,24.5,49
"Smederevo","Hrtkovci",260,510,770,1530,3070,3,4.5,7,13.5,26.5
"Smederevo","Šabac",300,580,880,1760,3520,3.5,5,8,15.5,30.5
"Smederevo","Kruševac istok",360,730,1090,2180,4350,3.5,6.5,9.5,19,37.5
"Smederevo","Kruševac zapad",370,740,1100,2210,4410,3.5,6.5,9.5,19,38
"Smederevo","Koševi",380,770,1150,2310,4620,3.5,7,10,20,39.5
"Smederevo","Velika Drenova",410,810,1220,2440,4870,4,7,10.5,21,42
"Smederevo","Trstenik",440,890,1330,2670,5330,4,8,11.5,23,46
"Smederevo","Vrnjačka Banja",480,950,1430,2860,5720,4.5,8.5,12.5,24.5,49
"Smederevo","Lučani",550,1090,1640,3280,6560,5.5,9.5,14.5,28.5,56.5
"Smederevo","Prilipac",600,1180,1780,3560,7120,6,10.5,15.5,30.5,61
"Smederevo","Vrba",520,1030,1550,3090,6180,4.5,9,13.5,26.5,53
"Smederevo","Adrani",530,1040,1570,3130,6270,5.5,9,13.5,27,54
"Požarevac","Subotica",540,1090,1630,3270,6540,5.5,10,14.5,28.5,56
"Požarevac","Žednik",490,970,1460,2930,5860,5,9,13,25.5,50.5
"Požarevac","Bačka Topola",450,910,1360,2730,5450,4.5,8.5,12.5,24,47
"Požarevac","Feketić",400,790,1190,2390,4780,4,7.5,11,21,41
"Požarevac","Vrbas",370,740,1110,2230,4450,4,7,10,19.5,38.5
"Požarevac","Zmajevo",330,660,990,1990,3980,3.5,6,8.5,17.5,34.5
"Požarevac","Novi Sad",290,580,870,1750,3490,3,5.5,8,15.5,30
"Požarevac","Kovilj",240,470,710,1430,2860,3,4.5,6.5,12.5,25
"Požarevac","Beška",190,390,580,1170,2330,2.5,4,5.5,10.5,20.5
"Požarevac","Maradik",180,360,540,1100,2180,2.5,4,5.5,10,19
"Požarevac","Inđija",170,340,500,1020,2030,2,3.5,5,9,17.5
"Požarevac","Beograd",120,240,360,730,1450,1.5,2.5,3.5,6.5,12.5
"Požarevac","Mali Požarevac",70,140,210,420,840,1,1.5,2,4,7.5
"Požarevac","Umčari",50,110,160,320,630,0.5,1,1.5,3,5.5
"Požarevac","Vodanj",40,70,110,220,440,0.5,1,1,2,4
"Požarevac","Kolari",20,40,60,120,230,0.5,0.5,1,1.5,2
"Požarevac","Smederevo",10,10,10,20,50,0.5,0.5,0.5,0.5,0.5
"Požarevac","Velika Plana",80,160,240,470,950,1,1.5,2.5,4.5,8.5
"Požarevac","Markovac",110,220,330,660,1330,1,2,3,6,11.5
"Požarevac","Lapovo",130,260,380,770,1540,1.5,2.5,3.5,7,13.5
"Požarevac","Batočina",140,280,420,830,1660,1.5,2.5,4,7.5,14.5
"Požarevac","Jagodina",200,400,590,1190,2370,2,3.5,5.5,10.5,20.5
"Požarevac","Ćuprija",230,470,700,1400,2800,2,4.5,6,12,24
"Požarevac","Paraćin",260,530,790,1580,3150,2.5,5,7,13.5,27
"Požarevac","Ćićevac",310,610,920,1840,3690,3,5.5,8,16,32
"Požarevac","Ražanj",330,660,990,1990,3970,3,6,8.5,17,34
"Požarevac","Aleksinački Rudnici",390,780,1160,2330,4660,3.5,7,10,20,40
"Požarevac","Aleksinac",400,800,1210,2410,4820,3.5,7,10.5,21,41.5
"Požarevac","Niš jug",470,940,1410,2810,5630,4.5,8.5,12.5,24.5,48.5
"Požarevac","Doljevac",510,1030,1540,3080,6160,4.5,9,13.5,26.5,53
"Požarevac","Brestovac",530,1060,1590,3180,6360,5,9.5,14,27.5,54.5
"Požarevac","Leskovac centar",550,1100,1650,3300,6600,5,9.5,14.5,28.5,56.5
"Požarevac","Leskovac jug",590,1190,1780,3560,7130,5.5,10.5,15.5,30.5,61
"Požarevac","Grdelica",620,1250,1870,3750,7490,5.5,11,16,32.5,64
"Požarevac","Predejane",670,1340,2010,4010,8030,6,11.5,17.5,34.5,69
"Požarevac","Vladičin Han",740,1480,2220,4430,8860,6.5,13,19,38,76
"Požarevac","Vranje",800,1610,2410,4820,9630,7,14,21,41.5,82.5
"Požarevac","Bujanovac sever",840,1680,2520,5040,10080,7.5,14.5,22,43.5,86.5
"Požarevac","Bujanovac jug",850,1700,2550,5100,10210,7.5,15,22,44,87.5
"Požarevac","Preševo",910,1810,2720,5440,10880,8,15.5,23.5,46.5,93
"Požarevac","Dimitrovgrad",780,1560,2340,4690,9380,7,13.5,20,40.5,80.5
"Požarevac","Šid",380,760,1140,2290,4570,4,7,10.5,20,39.5
"Požarevac","Adaševci",120,240,360,730,1450,1.5,2.5,3.5,6.5,12.5
"Požarevac","Kuzmin",320,640,950,1920,3820,3.5,6,9,17,33
"Požarevac","Sremska Mitrovica",260,520,780,1560,3120,3,5,7.5,14,27
"Požarevac","Ruma",230,450,680,1370,2720,2.5,4.5,6.5,12,23.5
"Požarevac","Pećinci",190,380,570,1150,2290,2.5,4,5.5,10.5,20
"Požarevac","Takovo",390,780,1170,2350,4690,4,7.5,10.5,20.5,40.5
"Požarevac","Preljina jug",450,900,1350,2710,5400,4.5,8.5,12,23.5,46.5
"Požarevac","Obrenovac",120,240,360,730,1450,1.5,2.5,3.5,6.5,12.5
"Požarevac","Ub",190,390,580,1170,2330,2.5,4,5.5,10.5,20.5
"Požarevac","Lajkovac",230,460,700,1400,2800,2.5,4.5,6.5,12.5,24.5
"Požarevac","Ljig",300,600,900,1810,3610,3.5,6,8.5,16,31
"Požarevac","Merošina",480,970,1450,2910,5820,4.5,8.5,12.5,25,50
"Požarevac","Niš sever",470,930,1400,2800,5590,4.5,8,12,24,48
"Požarevac","Niš istok",480,970,1450,2910,5810,4.5,8.5,12.5,25,50
"Požarevac","Niš Malča",500,1010,1510,3030,6050,4.5,9,13,26,52
"Požarevac","Bela Palanka",600,1190,1790,3570,7150,5.5,10.5,15.5,30.5,61.5
"Požarevac","Pirot zapad",670,1330,2000,3990,7990,6,11.5,17.5,34.5,68.5
"Požarevac","Pirot istok",700,1400,2100,4200,8410,6,12,18,36,72
"Požarevac","Čačak (Pakovraće)",480,960,1440,2890,5760,5,9,13,25,49.5
"Požarevac","Hrtkovci",260,520,780,1560,3120,3,5,7.5,14,27
"Požarevac","Šabac",300,590,890,1790,3570,3.5,5.5,8.5,16,31
"Požarevac","Kruševac istok",360,720,1080,2150,4310,3.5,6.5,9.5,18.5,37
"Požarevac","Kruševac zapad",360,730,1090,2180,4360,3.5,6.5,9.5,19,37.5
"Požarevac","Koševi",380,760,1140,2280,4570,3.5,6.5,10,19.5,39.5
"Požarevac","Velika Drenova",400,800,1210,2410,4820,3.5,7,10.5,21,41.5
"Požarevac","Trstenik",440,890,1330,2670,5330,4,8,11.5,23,46
"Požarevac","Vrnjačka Banja",470,950,1420,2840,5670,4.5,8.5,12.5,24.5,48.5
"Požarevac","Lučani",550,1100,1650,3310,6610,5.5,10,15,29,57
"Požarevac","Prilipac",600,1190,1790,3590,7170,6,11,16,31,61.5
"Požarevac","Vrba",510,1020,1530,3070,6130,4.5,9,13.5,26.5,52.5
"Požarevac","Adrani",530,1050,1580,3160,6320,5.5,9.5,14,27.5,54.5
"Velika Plana","Subotica",620,1250,1870,3740,7490,6,11,16.5,32.5,64.5
"Velika Plana","Žednik",570,1130,1700,3400,6810,5.5,10,15,29.5,59
"Velika Plana","Bačka Topola",530,1070,1600,3200,6400,5,9.5,14.5,28,55.5
"Velika Plana","Feketić",480,950,1430,2860,5730,4.5,8.5,13,25,49.5
"Velika Plana","Vrbas",450,900,1350,2700,5400,4.5,8,12,23.5,47
"Velika Plana","Zmajevo",410,830,1240,2490,4980,4,7.5,11,22,43.5
"Velika Plana","Novi Sad",370,740,1110,2220,4440,3.5,6.5,10,19.5,38.5
"Velika Plana","Kovilj",320,630,950,1900,3810,3.5,5.5,8.5,16.5,33.5
"Velika Plana","Beška",270,550,820,1640,3280,3,5,7.5,14.5,29
"Velika Plana","Maradik",260,520,780,1570,3130,3,5,7.5,14,27.5
"Velika Plana","Inđija",250,500,740,1490,2980,2.5,4.5,7,13,26
"Velika Plana","Beograd",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Velika Plana","Mali Požarevac",150,300,450,900,1790,1.5,3,4,8,15.5
"Velika Plana","Umčari",130,260,390,790,1580,1.5,2.5,3.5,7,13.5
"Velika Plana","Vodanj",120,230,350,690,1390,1.5,2,3,6,12
"Velika Plana","Kolari",100,200,300,590,1180,1,2,3,5.5,10.5
"Velika Plana","Smederevo",80,170,250,500,1000,1,1.5,2.5,4.5,9
"Velika Plana","Požarevac",80,160,240,470,950,1,1.5,2.5,4.5,8.5
"Velika Plana","Markovac",30,60,100,190,380,0.5,1,1,2,3.5
"Velika Plana","Lapovo",50,100,150,290,590,0.5,1,1.5,2.5,5.5
"Velika Plana","Batočina",60,120,180,360,710,1,1.5,2,3.5,6.5
"Velika Plana","Jagodina",120,240,360,710,1430,1.5,2.5,3.5,6.5,12.5
"Velika Plana","Ćuprija",150,310,460,930,1860,1.5,3,4,8,16
"Velika Plana","Paraćin",180,370,550,1100,2210,2,3.5,5,9.5,19
"Velika Plana","Ćićevac",230,460,690,1370,2740,2,4,6,12,23.5
"Velika Plana","Ražanj",250,500,760,1510,3020,2.5,4.5,6.5,13,26
"Velika Plana","Aleksinački Rudnici",310,620,930,1860,3710,3,5.5,8,16,32
"Velika Plana","Aleksinac",320,650,970,1940,3870,3,6,8.5,17,33.5
"Velika Plana","Niš jug",390,780,1170,2340,4680,3.5,7,10,20,40
"Velika Plana","Doljevac",430,870,1300,2610,5220,4,7.5,11.5,22.5,45
"Velika Plana","Brestovac",450,900,1350,2710,5410,4,8,12,23.5,46.5
"Velika Plana","Leskovac centar",470,940,1410,2820,5650,4.5,8.5,12.5,24.5,48.5
"Velika Plana","Leskovac jug",510,1030,1540,3090,6180,4.5,9,13.5,26.5,53
"Velika Plana","Grdelica",550,1090,1640,3270,6540,5,9.5,14.5,28,56
"Velika Plana","Predejane",590,1180,1770,3540,7080,5.5,10.5,15.5,30.5,60.5
"Velika Plana","Vladičin Han",660,1320,1980,3960,7920,6,11.5,17,34,68
"Velika Plana","Vranje",720,1450,2170,4340,8690,6.5,12.5,19,37.5,74.5
"Velika Plana","Bujanovac sever",760,1520,2280,4570,9140,6.5,13,19.5,39.5,78.5
"Velika Plana","Bujanovac jug",770,1540,2320,4630,9260,7,13.5,20,40,79.5
"Velika Plana","Preševo",830,1650,2480,4970,9940,7.5,14.5,21.5,42.5,85
"Velika Plana","Dimitrovgrad",700,1410,2110,4220,8430,6,12.5,18.5,36.5,72.5
"Velika Plana","Šid",460,920,1380,2760,5520,4.5,8,12.5,24,48
"Velika Plana","Adaševci",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Velika Plana","Kuzmin",400,800,1190,2390,4770,4,7,11,21,41.5
"Velika Plana","Sremska Mitrovica",340,680,1020,2030,4070,3.5,6,9.5,18,35.5
"Velika Plana","Ruma",310,610,920,1840,3670,3,5.5,8.5,16,32
"Velika Plana","Pećinci",270,540,810,1620,3240,3,5,7.5,14.5,28.5
"Velika Plana","Takovo",470,940,1410,2820,5640,4.5,8.5,12.5,24.5,49
"Velika Plana","Preljina jug",530,1060,1590,3180,6350,5,9.5,14,27.5,55
"Velika Plana","Obrenovac",200,400,600,1200,2400,2,3.5,5.5,10.5,21
"Velika Plana","Ub",270,550,820,1640,3280,3,5,7.5,14.5,29
"Velika Plana","Lajkovac",310,620,940,1870,3750,3,5.5,8.5,16.5,33
"Velika Plana","Ljig",380,760,1140,2280,4560,4,7,10.5,20,39.5
"Velika Plana","Merošina",410,810,1220,2430,4870,4,7,10.5,21,42
"Velika Plana","Niš sever",390,770,1160,2320,4640,3.5,7,10,20,40
"Velika Plana","Niš istok",410,810,1220,2430,4860,4,7,10.5,21,42
"Velika Plana","Niš Malča",430,850,1280,2550,5110,4,7.5,11,22,44
"Velika Plana","Bela Palanka",520,1030,1550,3100,6200,4.5,9,13.5,26.5,53
"Velika Plana","Pirot zapad",590,1170,1760,3520,7040,5.5,10,15.5,30.5,60.5
"Velika Plana","Pirot istok",620,1240,1860,3730,7460,5.5,11,16,32,64
"Velika Plana","Čačak (Pakovraće)",560,1120,1680,3360,6710,5.5,10,15,29,58
"Velika Plana","Hrtkovci",340,680,1020,2030,4070,3.5,6,9.5,18,35.5
"Velika Plana","Šabac",380,750,1130,2260,4520,4,6.5,10.5,20,39.5
"Velika Plana","Kruševac istok",280,560,840,1680,3360,2.5,5,7.5,14.5,29
"Velika Plana","Kruševac zapad",280,570,850,1710,3420,2.5,5,7.5,15,29.5
"Velika Plana","Koševi",300,600,910,1810,3620,3,5.5,8,15.5,31
"Velika Plana","Velika Drenova",320,650,970,1940,3870,3,6,8.5,17,33.5
"Velika Plana","Trstenik",360,720,1080,2170,4340,3.5,6.5,9.5,19,37.5
"Velika Plana","Vrnjačka Banja",390,790,1180,2360,4730,3.5,7,10.5,20.5,40.5
"Velika Plana","Lučani",630,1260,1890,3780,7560,6,11,17,33,65.5
"Velika Plana","Prilipac",680,1350,2030,4060,8120,6.5,12,18,35,70
"Velika Plana","Vrba",430,860,1300,2590,5190,4,7.5,11.5,22.5,44.5
"Velika Plana","Adrani",610,1210,1820,3630,7270,6,10.5,16,31.5,63
"Markovac","Subotica",650,1310,1960,3930,7870,6,11.5,17,34,67.5
"Markovac","Žednik",600,1190,1790,3590,7190,5.5,10.5,15.5,31,62
"Markovac","Bačka Topola",560,1130,1690,3390,6780,5,10,15,29.5,58.5
"Markovac","Feketić",510,1010,1520,3050,6110,4.5,9,13.5,26.5,52.5
"Markovac","Vrbas",480,960,1440,2890,5780,4.5,8.5,12.5,25,50
"Markovac","Zmajevo",440,890,1330,2680,5360,4,8,11.5,23.5,46.5
"Markovac","Novi Sad",400,800,1200,2410,4820,3.5,7,10.5,21,41.5
"Markovac","Kovilj",350,690,1040,2090,4190,3.5,6,9,18,36.5
"Markovac","Beška",300,610,910,1830,3660,3,5.5,8,16,32
"Markovac","Maradik",290,580,870,1760,3510,3,5.5,8,15.5,30.5
"Markovac","Inđija",280,560,830,1680,3360,2.5,5,7.5,14.5,29
"Markovac","Beograd",230,460,690,1390,2780,2,4,6,12,24
"Markovac","Mali Požarevac",180,360,540,1090,2170,2,3.5,5,9.5,19
"Markovac","Umčari",160,330,490,980,1960,1.5,3,4.5,8.5,17
"Markovac","Vodanj",150,290,440,880,1770,1.5,2.5,4,8,15.5
"Markovac","Kolari",130,260,390,780,1560,1.5,2.5,3.5,7,13.5
"Markovac","Smederevo",110,230,340,690,1380,1,2,3,6,12
"Markovac","Požarevac",110,220,330,660,1330,1,2,3,6,11.5
"Markovac","Velika Plana",30,60,100,190,380,0.5,1,1,2,3.5
"Markovac","Lapovo",20,30,50,100,210,0.5,0.5,0.5,1,2
"Markovac","Batočina",30,60,80,170,330,0.5,1,1,1.5,3
"Markovac","Jagodina",90,170,260,520,1050,1,1.5,2.5,4.5,9
"Markovac","Ćuprija",120,250,370,740,1480,1.5,2.5,3.5,6.5,13
"Markovac","Paraćin",150,300,460,910,1830,1.5,3,4,8,16
"Markovac","Ćićevac",200,390,590,1180,2360,2,3.5,5.5,10.5,20.5
"Markovac","Ražanj",220,440,660,1320,2640,2,4,6,11.5,23
"Markovac","Aleksinački Rudnici",280,560,830,1670,3330,2.5,5,7.5,14.5,28.5
"Markovac","Aleksinac",290,580,870,1750,3490,2.5,5,7.5,15,30
"Markovac","Niš jug",360,720,1070,2150,4300,3.5,6.5,9.5,18.5,37
"Markovac","Doljevac",400,810,1210,2420,4840,3.5,7,10.5,21,41.5
"Markovac","Brestovac",420,840,1260,2520,5030,4,7.5,11,22,43
"Markovac","Leskovac centar",440,880,1320,2630,5270,4,8,11.5,22.5,45.5
"Markovac","Leskovac jug",480,970,1450,2900,5800,4.5,8.5,12.5,25,50
"Markovac","Grdelica",510,1030,1540,3080,6160,4.5,9,13.5,26.5,53
"Markovac","Predejane",560,1120,1670,3350,6700,5,10,14.5,29,57.5
"Markovac","Vladičin Han",630,1260,1880,3770,7540,5.5,11,16.5,32.5,64.5
"Markovac","Vranje",690,1380,2080,4150,8310,6,12,18,35.5,71
"Markovac","Bujanovac sever",730,1460,2190,4380,8760,6.5,12.5,19,37.5,75
"Markovac","Bujanovac jug",740,1480,2220,4440,8880,6.5,13,19,38,76
"Markovac","Preševo",800,1590,2390,4780,9560,7,14,20.5,41,82
"Markovac","Dimitrovgrad",670,1340,2010,4030,8050,6,11.5,17.5,34.5,69
"Markovac","Šid",490,980,1470,2950,5900,4.5,8.5,13,25.5,51
"Markovac","Adaševci",230,460,690,1390,2780,2,4,6,12,24
"Markovac","Kuzmin",430,860,1280,2580,5150,4,7.5,11.5,22.5,44.5
"Markovac","Sremska Mitrovica",370,740,1110,2220,4450,3.5,6.5,10,19.5,38.5
"Markovac","Ruma",340,670,1010,2030,4050,3,6,9,17.5,35
"Markovac","Pećinci",300,600,900,1810,3620,3,5.5,8,16,31.5
"Markovac","Takovo",500,1000,1500,3010,6020,4.5,9,13,26,52
"Markovac","Preljina jug",560,1120,1680,3370,6730,5,10,14.5,29,58
"Markovac","Obrenovac",230,460,690,1390,2780,2,4,6,12,24
"Markovac","Ub",300,610,910,1830,3660,3,5.5,8,16,32
"Markovac","Lajkovac",340,680,1030,2060,4130,3,6,9,18,36
"Markovac","Ljig",410,820,1230,2470,4940,4,7.5,11,21.5,42.5
"Markovac","Merošina",370,750,1120,2240,4490,3.5,6.5,10,19.5,38.5
"Markovac","Niš sever",360,710,1070,2130,4260,3.5,6.5,9.5,18.5,36.5
"Markovac","Niš istok",370,750,1120,2240,4480,3.5,6.5,10,19.5,38.5
"Markovac","Niš Malča",390,790,1180,2360,4730,3.5,7,10.5,20.5,40.5
"Markovac","Bela Palanka",480,970,1450,2910,5820,4.5,8.5,12.5,25,50
"Markovac","Pirot zapad",550,1110,1660,3330,6660,5,9.5,14.5,28.5,57
"Markovac","Pirot istok",590,1180,1770,3540,7080,5.5,10.5,15.5,30.5,60.5
"Markovac","Čačak (Pakovraće)",590,1180,1770,3550,7090,5.5,10.5,15.5,30.5,61
"Markovac","Hrtkovci",370,740,1110,2220,4450,3.5,6.5,10,19.5,38.5
"Markovac","Šabac",410,810,1220,2450,4900,4,7,11,21.5,42.5
"Markovac","Kruševac istok",250,500,740,1490,2980,2.5,4.5,6.5,13,25.5
"Markovac","Kruševac zapad",250,510,760,1520,3040,2.5,4.5,6.5,13,26
"Markovac","Koševi",270,540,810,1620,3240,2.5,5,7,14,28
"Markovac","Velika Drenova",290,580,870,1750,3490,2.5,5,7.5,15,30
"Markovac","Trstenik",330,660,990,1980,3960,3,6,8.5,17,34
"Markovac","Vrnjačka Banja",360,720,1090,2170,4350,3.5,6.5,9.5,19,37.5
"Markovac","Lučani",660,1320,1980,3970,7940,6,11.5,17.5,34.5,68.5
"Markovac","Prilipac",710,1410,2120,4250,8500,6.5,12.5,18.5,36.5,73
"Markovac","Vrba",400,800,1200,2400,4810,3.5,7,10.5,21,41.5
"Markovac","Adrani",640,1270,1910,3820,7650,6,11,16.5,33,66
"Lapovo","Subotica",670,1350,2020,4030,8080,6.5,12,17.5,35,69.5
"Lapovo","Žednik",620,1230,1850,3690,7400,6,11,16,32,64
"Lapovo","Bačka Topola",580,1170,1750,3490,6990,5.5,10.5,15.5,30.5,60.5
"Lapovo","Feketić",530,1050,1580,3150,6320,5,9.5,14,27.5,54.5
"Lapovo","Vrbas",500,1000,1500,2990,5990,5,9,13,26,52
"Lapovo","Zmajevo",460,930,1390,2780,5570,4.5,8.5,12,24.5,48.5
"Lapovo","Novi Sad",420,840,1260,2510,5030,4,7.5,11,22,43.5
"Lapovo","Kovilj",370,730,1100,2190,4400,4,6.5,9.5,19,38.5
"Lapovo","Beška",320,650,970,1930,3870,3.5,6,8.5,17,34
"Lapovo","Maradik",310,620,930,1860,3720,3.5,6,8.5,16.5,32.5
"Lapovo","Inđija",300,600,890,1780,3570,3,5.5,8,15.5,31
"Lapovo","Beograd",250,500,750,1490,2990,2.5,4.5,6.5,13,26
"Lapovo","Mali Požarevac",200,400,590,1190,2380,2,3.5,5.5,10.5,20.5
"Lapovo","Umčari",180,360,540,1080,2170,2,3.5,5,9.5,19
"Lapovo","Vodanj",160,330,490,990,1970,1.5,3,4.5,8.5,17
"Lapovo","Kolari",150,300,440,890,1770,1.5,3,4,8,15.5
"Lapovo","Smederevo",130,260,400,790,1580,1.5,2.5,3.5,7,13.5
"Lapovo","Požarevac",130,260,380,770,1540,1.5,2.5,3.5,7,13.5
"Lapovo","Velika Plana",50,100,150,290,590,0.5,1,1.5,2.5,5.5
"Lapovo","Markovac",20,30,50,100,210,0.5,0.5,0.5,1,2
"Lapovo","Batočina",10,20,30,60,120,0.5,0.5,0.5,1,1.5
"Lapovo","Jagodina",70,140,210,420,840,1,1.5,2,4,7.5
"Lapovo","Ćuprija",110,210,320,630,1270,1,2,3,5.5,11
"Lapovo","Paraćin",130,270,400,810,1620,1.5,2.5,3.5,7,14
"Lapovo","Ćićevac",180,360,540,1080,2150,2,3.5,5,9.5,18.5
"Lapovo","Ražanj",200,410,610,1220,2430,2,4,5.5,10.5,21
"Lapovo","Aleksinački Rudnici",260,520,780,1560,3120,2.5,4.5,7,13.5,27
"Lapovo","Aleksinac",270,550,820,1640,3290,2.5,5,7.5,14.5,28.5
"Lapovo","Niš jug",340,680,1020,2050,4090,3,6,9,18,35
"Lapovo","Doljevac",390,770,1160,2310,4630,3.5,7,10,20,40
"Lapovo","Brestovac",400,800,1210,2410,4820,3.5,7,10.5,21,41.5
"Lapovo","Leskovac centar",420,840,1270,2530,5060,4,7.5,11,22,43.5
"Lapovo","Leskovac jug",470,930,1400,2800,5590,4.5,8,12,24,48
"Lapovo","Grdelica",500,990,1490,2980,5960,4.5,8.5,13,25.5,51
"Lapovo","Predejane",540,1080,1620,3250,6490,5,9.5,14,28,55.5
"Lapovo","Vladičin Han",610,1220,1830,3660,7330,5.5,10.5,16,31.5,63
"Lapovo","Vranje",670,1350,2020,4050,8100,6,12,17.5,35,69.5
"Lapovo","Bujanovac sever",710,1420,2140,4270,8550,6.5,12.5,18.5,36.5,73.5
"Lapovo","Bujanovac jug",720,1450,2170,4340,8670,6.5,12.5,19,37.5,74.5
"Lapovo","Preševo",780,1560,2340,4670,9350,7,13.5,20,40,80
"Lapovo","Dimitrovgrad",650,1310,1960,3920,7840,6,11.5,17,33.5,67
"Lapovo","Šid",510,1020,1530,3050,6110,5,9,13.5,26.5,53
"Lapovo","Adaševci",250,500,750,1490,2990,2.5,4.5,6.5,13,26
"Lapovo","Kuzmin",450,900,1340,2680,5360,4.5,8,12,23.5,46.5
"Lapovo","Sremska Mitrovica",560,1130,1690,3370,6760,5.5,10,15,29.5,58
"Lapovo","Ruma",360,710,1070,2130,4260,3.5,6.5,9.5,18.5,37
"Lapovo","Pećinci",320,640,960,1910,3830,3.5,6,8.5,17,33.5
"Lapovo","Takovo",520,1040,1560,3110,6230,5,9.5,13.5,27,54
"Lapovo","Preljina jug",580,1160,1740,3470,6940,5.5,10.5,15,30,60
"Lapovo","Obrenovac",250,500,750,1490,2990,2.5,4.5,6.5,13,26
"Lapovo","Ub",320,650,970,1930,3870,3.5,6,8.5,17,34
"Lapovo","Lajkovac",360,720,1090,2160,4340,3.5,6.5,9.5,19,38
"Lapovo","Ljig",430,860,1290,2570,5150,4.5,8,11.5,22.5,44.5
"Lapovo","Merošina",360,710,1070,2140,4280,3.5,6.5,9.5,18.5,37
"Lapovo","Niš sever",340,680,1010,2030,4060,3,6,9,17.5,35
"Lapovo","Niš istok",360,710,1070,2140,4270,3.5,6.5,9.5,18.5,36.5
"Lapovo","Niš Malča",380,750,1130,2260,4520,3.5,6.5,10,19.5,39
"Lapovo","Bela Palanka",470,940,1400,2810,5610,4.5,8.5,12,24.5,48
"Lapovo","Pirot zapad",540,1070,1610,3220,6450,5,9.5,14,28,55.5
"Lapovo","Pirot istok",570,1150,1720,3440,6870,5,10,15,29.5,59
"Lapovo","Čačak (Pakovraće)",610,1220,1830,3650,7300,6,11,16,31.5,63
"Lapovo","Hrtkovci",390,780,1170,2320,4660,4,7,10.5,20.5,40.5
"Lapovo","Šabac",430,850,1280,2550,5110,4.5,7.5,11.5,22.5,44.5
"Lapovo","Kruševac istok",230,460,690,1380,2770,2,4,6,12,24
"Lapovo","Kruševac zapad",240,470,710,1410,2830,2.5,4.5,6.5,12.5,24.5
"Lapovo","Koševi",250,510,760,1520,3030,2.5,4.5,6.5,13,26
"Lapovo","Velika Drenova",270,550,820,1640,3290,2.5,5,7.5,14.5,28.5
"Lapovo","Trstenik",310,620,940,1870,3750,3,5.5,8.5,16,32.5
"Lapovo","Vrnjačka Banja",340,690,1030,2070,4140,3,6,9,18,35.5
"Lapovo","Lučani",680,1360,2040,4070,8150,6.5,12,18,35.5,70.5
"Lapovo","Prilipac",730,1450,2180,4350,8710,7,13,19,37.5,75
"Lapovo","Vrba",380,770,1150,2300,4600,3.5,7,10,20,39.5
"Lapovo","Adrani",660,1310,1970,3920,7860,6.5,11.5,17,34,68
"Batočina","Subotica",680,1370,2050,4100,8200,6.5,12,18,35.5,70.5
"Batočina","Žednik",630,1250,1880,3760,7520,6,11,16.5,32.5,65
"Batočina","Bačka Topola",590,1190,1780,3560,7110,5.5,10.5,16,31,61.5
"Batočina","Feketić",540,1070,1610,3220,6440,5,9.5,14.5,28,55.5
